cycle,sim_instance,trial_exit,grasp_result,gripper_result,achieved_grip_angle,tcp_error_m,slip_m,slip_verdict,ejected,lift_fraction,cycle_wall_s,log
1,1,124,SUCCESS,TIMED_OUT_HELD,0.4033,0.0000,0.000864,PASS,no,1.0000,211,runs/cycle_001.log
2,2,124,SUCCESS,TIMED_OUT_HELD,0.4030,0.0000,0.002516,PASS,no,1.0000,169,runs/cycle_002.log
3,3,124,SUCCESS,TIMED_OUT_HELD,0.4033,0.0000,0.350702,FAIL,yes,1.0000,212,runs/cycle_003.log
