cycle,sim_instance,trial_exit,grasp_result,gripper_result,achieved_grip_angle,tcp_error_m,slip_m,slip_verdict,ejected,lift_fraction,cycle_wall_s,log
1,1,0,SUCCESS,TIMED_OUT_HELD,0.4031,0.0000,0.001791,PASS,no,1.0000,122,runs/cycle_001.log
2,2,0,SUCCESS,TIMED_OUT_HELD,0.4031,0.0000,0.001769,PASS,no,1.0000,122,runs/cycle_002.log
3,3,0,SUCCESS,TIMED_OUT_HELD,0.4030,0.0000,0.002763,PASS,no,1.0000,92,runs/cycle_003.log
