cycle,sim_instance,trial_exit,grasp_result,gripper_result,achieved_grip_angle,tcp_error_m,slip_m,slip_verdict,ejected,lift_fraction,cycle_wall_s,log
1,1,0,SUCCESS,TIMED_OUT_HELD,0.4036,0.0000,0.116699,FAIL,yes,1.0000,132,runs/cycle_001.log
2,2,0,GRASP_LOST_DURING_LIFT,STALLED,0.4033,0.0000,0.002412,PASS,no,1.0000,61,runs/cycle_002.log
